MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1101016021871,18.11,0.12,42.37033, 1.15697,55143.34079,0
1101016021871,18.16,0.11,42.37021, 1.15690,55156.29297,0
1101016021871,18.13,0.11,42.37005, 1.15687,55156.30670,0
1101016021871,18.23,0.11,42.37022, 1.15686,55156.31877,0
1101016021871,18.30,0.11,42.37020, 1.15687,55156.32820,0
1101016021871,18.38,0.16,42.37008, 1.15684,55162.19974,0
1101016021871,18.28,0.15,42.36990, 1.15699,55162.20660,0
1101016021871,18.45,0.16,42.37022, 1.15671,55162.21359,0
1101016021871,18.34,0.16,42.37011, 1.15702,55162.22052,0
1101016021871,18.15,0.12,42.37016, 1.15680,55120.38463,0
1101016021871,18.13,0.12,42.37006, 1.15698,55120.39081,0
1101016021871,18.31,0.13,42.37012, 1.15696,55120.39693,0
1101016021871,18.23,0.12,42.37024, 1.15697,55120.40302,0
1101016021871,18.30,0.13,42.37015, 1.15688,55090.45890,0
1101016021871,18.23,0.12,42.37027, 1.15701,55090.46482,0
1101016021871,18.27,0.13,42.37018, 1.15682,55090.47069,0
1101016021871,18.18,0.12,42.37016, 1.15693,55090.47655,0
1101016021871,18.07,0.12,42.37012, 1.15698,55539.20479,0
1101016021871,17.98,0.11,42.37041, 1.15693,55539.22398,0
1101016021871,18.11,0.12,42.37033, 1.15692,55539.23361,0
1101016021871,18.02,0.14,42.37021, 1.15682,55545.13822,0
1101016021871,18.15,0.15,42.37019, 1.15692,55545.15192,0
1101016021871,17.88,0.13,42.37011, 1.15686,55545.15875,0
1101016021871,18.16,0.12,42.37024, 1.15694,55510.27427,0
1101016021871,18.00,0.11,42.37018, 1.15691,55510.28926,0
1101016021871,17.99,0.11,42.37013, 1.15677,55510.29685,0
1101016021871,18.37,0.14,42.37024, 1.15685,55517.16745,0
1101016021871,18.19,0.13,42.37032, 1.15683,55517.17781,0
1101016021871,18.03,0.12,42.37008, 1.15708,55517.18289,0
1101016021871,18.09,0.12,42.37031, 1.15698,55530.22625,0
1101016021871,18.00,0.11,42.37013, 1.15678,55530.23776,0
1101016021871,18.07,0.12,42.37016, 1.15688,55530.24351,0
1101016021871,17.89,0.11,42.37022, 1.15688,55472.41176,0
1101016021871,18.10,0.12,42.37023, 1.15692,55472.42548,0
1101016021871,18.06,0.12,42.37025, 1.15686,55472.43237,0
1101016021871,18.01,0.12,42.37026, 1.15696,55480.36510,0
1101016021871,18.14,0.12,42.37020, 1.15694,55480.37885,0
1101016021871,18.11,0.12,42.37023, 1.15699,55480.38584,0
1101016021871,18.00,0.12,42.37018, 1.15704,55499.31480,0
1101016021871,18.06,0.12,42.37013, 1.15686,55499.32756,0
1101016021871,18.14,0.12,42.37021, 1.15692,55499.33383,0
1101016021871,18.10,0.12,42.37030, 1.15688,55564.14853,0
1101016021871,18.13,0.12,42.37014, 1.15688,55564.15469,0
1101016021871,17.92,0.12,42.37014, 1.15693,55564.16095,0
1101016021871,17.76,0.12,42.37022, 1.15693,55564.16718,0
1101016021871,18.02,0.12,42.37022, 1.15689,55589.15773,0
1101016021871,17.82,0.11,42.36996, 1.15705,55589.16404,0
1101016021871,18.10,0.12,42.37023, 1.15697,55589.17045,0
1101016021871,18.11,0.12,42.36992, 1.15709,55589.17692,0
1101016021871,18.21,0.13,42.37028, 1.15693,55630.10341,0
1101016021871,17.84,0.12,42.37032, 1.15687,55630.10826,0
1101016021871,17.92,0.12,42.37041, 1.15689,55630.11289,0
1101016021871,17.82,0.12,42.37023, 1.15695,55630.11744,0
1101016021871,18.09,0.12,42.37026, 1.15680,53741.18062,0
1101016021871,18.01,0.12,42.37018, 1.15684,53741.18756,0
1101016021871,18.00,0.11,42.37026, 1.15699,53741.19453,0
1101016021871,18.15,0.12,42.37022, 1.15703,53741.20150,0
1101016021871,17.91,0.11,42.37022, 1.15693,55825.41844,0
1101016021871,17.85,0.11,42.37020, 1.15690,55825.42733,0
1101016021871,18.08,0.12,42.37025, 1.15685,55825.43644,0
1101016021871,17.83,0.11,42.37026, 1.15672,55861.27994,0
1101016021871,18.06,0.12,42.37014, 1.15678,55861.28905,0
1101016021871,17.69,0.10,42.37027, 1.15703,55861.29822,0
1101016021871,17.87,0.15,42.37044, 1.15685,55861.30741,0
1101016021871,17.78,0.11,42.37034, 1.15690,55834.31427,0
1101016021871,17.94,0.11,42.37025, 1.15680,55834.32111,0
1101016021871,17.82,0.11,42.37039, 1.15697,55834.32803,0
1101016021871,18.02,0.12,42.37019, 1.15683,55834.33489,0
1101016021871,17.86,0.10,42.37028, 1.15694,55868.28406,0
1101016021871,17.94,0.10,42.37020, 1.15692,55868.29287,0
1101016021871,17.77,0.09,42.37021, 1.15699,55868.30172,0
1101016021871,17.95,0.10,42.37020, 1.15685,55868.31056,0
1101016021871,17.72,0.10,42.37006, 1.15688,55881.26980,0
1101016021871,18.01,0.11,42.37037, 1.15686,55881.27434,0
1101016021871,17.67,0.10,42.37039, 1.15689,55881.27889,0
1101016021871,17.54,0.10,42.37017, 1.15699,55881.28342,0
1101016021871,17.94,0.11,42.37018, 1.15685,55852.40559,0
1101016021871,17.86,0.11,42.37018, 1.15693,55852.41064,0
1101016021871,17.90,0.11,42.37024, 1.15679,55852.41574,0
1101016021871,17.94,0.11,42.37026, 1.15684,55852.42081,0
1101016021871,18.05,0.12,42.37019, 1.15694,55888.23558,0
1101016021871,17.88,0.11,42.37008, 1.15687,55888.24417,0
1101016021871,17.82,0.11,42.37015, 1.15690,55888.25279,0
1101016021871,17.91,0.11,42.37027, 1.15683,55888.26151,0
1101016021871,17.89,0.10,42.37007, 1.15693,55894.25183,0
1101016021871,17.90,0.11,42.37022, 1.15695,55894.25704,0
1101016021871,17.94,0.12,42.37019, 1.15710,55894.26232,0
1101016021871,17.98,0.13,42.37006, 1.15703,55894.26751,0
1101016021871,17.85,0.11,42.37018, 1.15701,55926.09261,0
1101016021871,17.88,0.11,42.37012, 1.15683,55926.09778,0
1101016021871,17.89,0.11,42.37008, 1.15697,55926.10298,0
1101016021871,17.99,0.11,42.37011, 1.15686,55926.10809,0
1101016021871,17.98,0.11,42.37015, 1.15689,55944.14949,0
1101016021871,17.92,0.11,42.37009, 1.15674,55944.15679,0
1101016021871,18.10,0.12,42.37016, 1.15683,55944.16403,0
1101016021871,18.00,0.11,42.37021, 1.15695,55944.17141,0
1101016021871,17.87,0.11,42.37015, 1.15683,55969.12137,0
1101016021871,18.02,0.12,42.37022, 1.15700,55969.13056,0
1101016021871,18.21,0.13,42.37022, 1.15689,55969.13858,0
1101016021871,18.03,0.12,42.37033, 1.15704,55969.14657,0
1101016021871,18.43,0.14,42.37005, 1.15696,56213.34160,0
1101016021871,18.09,0.12,42.37007, 1.15718,56213.34837,0
1101016021871,18.46,0.14,42.37029, 1.15703,56213.35516,0
1101016021871,18.54,0.14,42.37000, 1.15687,56213.36191,0
1101016021871,18.16,0.14,42.37039, 1.15684,56227.23650,0
1101016021871,18.41,0.15,42.36998, 1.15685,56227.24352,0
1101016021871,18.69,0.17,42.37009, 1.15690,56227.25060,0
1101016021871,18.85,0.18,42.37039, 1.15695,56227.25769,0
1101016021871,18.48,0.12,42.37015, 1.15689,56238.40086,0
1101016021871,18.03,0.11,42.37033, 1.15696,56238.40628,0
1101016021871,18.53,0.13,42.37007, 1.15695,56238.41176,0
1101016021871,18.27,0.11,42.37012, 1.15705,56238.41722,0
1101016021871,18.49,0.14,42.37008, 1.15707,56253.19546,0
1101016021871,18.19,0.13,42.37010, 1.15683,56253.20112,0
1101016021871,18.07,0.12,42.37021, 1.15706,56253.20679,0
1101016021871,18.16,0.12,42.37025, 1.15701,56253.21243,0
1101016021871,18.18,0.12,42.37003, 1.15692,56264.18801,0
1101016021871,18.21,0.12,42.37013, 1.15692,56264.19416,0
1101016021871,18.42,0.14,42.37004, 1.15683,56264.20066,0
1101016021871,18.14,0.12,42.37015, 1.15685,56264.20688,0
1101016021871,18.06,0.10,42.37006, 1.15690,56273.27069,0
1101016021871,18.37,0.12,42.37015, 1.15684,56273.27675,0
1101016021871,18.28,0.11,42.37014, 1.15700,56273.28294,0
1101016021871,18.39,0.12,42.37016, 1.15712,56273.28913,0
1101016021871,18.50,0.14,42.37019, 1.15690,56299.11452,0
1101016021871,18.23,0.13,42.37027, 1.15682,56299.12012,0
1101016021871,18.23,0.13,42.37004, 1.15690,56299.12579,0
1101016021871,18.19,0.12,42.37010, 1.15695,56299.13138,0
1101016021871,18.51,0.14,42.36990, 1.15682,56316.08285,0
1101016021871,17.95,0.11,42.37004, 1.15740,56316.09698,0
1101016021871,18.28,0.13,42.37029, 1.15707,56316.10201,0
1101016021871,18.35,0.13,42.37028, 1.15683,56316.10708,0
1101016021871,18.10,0.13,42.37040, 1.15694,56547.38402,0
1101016021871,18.24,0.13,42.37018, 1.15673,56547.39067,0
1101016021871,18.28,0.14,42.37022, 1.15682,56547.39734,0
1101016021871,18.26,0.13,42.37013, 1.15702,56547.40412,0
1101016021871,18.13,0.12,42.37029, 1.15696,56552.41250,0
1101016021871,18.18,0.13,42.37017, 1.15686,56552.41758,0
1101016021871,18.14,0.12,42.37008, 1.15667,56552.42257,0
1101016021871,18.26,0.13,42.37006, 1.15705,56552.42770,0
1101016021871,18.37,0.13,42.37024, 1.15695,56564.45205,0
1101016021871,18.21,0.12,42.37021, 1.15690,56564.45705,0
1101016021871,18.22,0.12,42.37043, 1.15695,56564.46212,0
1101016021871,18.33,0.13,42.37038, 1.15681,56564.46721,0
1101016021871,17.97,0.11,42.37011, 1.15678,56570.39868,0
1101016021871,18.40,0.13,42.37027, 1.15684,56570.40596,0
1101016021871,18.28,0.13,42.37027, 1.15694,56570.41330,0
1101016021871,18.13,0.12,42.37009, 1.15671,56570.42068,0
1101016021871,18.13,0.12,42.37019, 1.15698,56577.44223,0
1101016021871,18.31,0.13,42.37025, 1.15691,56577.44727,0
1101016021871,18.09,0.12,42.37028, 1.15685,56577.45220,0
1101016021871,18.25,0.13,42.37014, 1.15696,56577.45724,0
1101016021871,18.04,0.12,42.37016, 1.15686,56591.24933,0
1101016021871,18.28,0.13,42.37022, 1.15701,56591.25853,0
1101016021871,18.35,0.13,42.37028, 1.15691,56591.26774,0
1101016021871,18.24,0.13,42.37021, 1.15669,56591.27695,0
